OrderID,ProductID,Warehouse,OrderQuantity,LeadTimeDays,ShippingDelayDays,SupplierRating,OrderDate,Month,Year
12255,286,Kano_WH,135,22,2,4.4,2024-10-15,10,2024
12256,202,Abuja_WH,422,14,7,3.2,2024-08-05,8,2024
12257,134,Lagos_WH,499,10,2,4.4,2024-07-14,7,2024
12258,224,Kano_WH,132,25,5,1.4,2024-11-18,11,2024
12259,268,Lagos_WH,63,16,9,5.0,2024-10-24,10,2024
12260,216,Abuja_WH,446,29,9,3.4,2024-12-17,12,2024
12261,208,Abuja_WH,227,15,1,4.4,2024-11-27,11,2024
12262,196,Abuja_WH,348,22,1,2.9836589289818436,2023-05-30,5,2023
12263,249,Kano_WH,145,11,2,2.2,2024-09-26,9,2024
12264,173,Abuja_WH,495,25,2,1.6,2024-10-19,10,2024
12265,228,Abuja_WH,29,6,7,3.9,2024-05-21,5,2024
12266,145,Kano_WH,458,27,1,1.1,2023-05-03,5,2023
12267,201,Kano_WH,473,19,1,1.4,2024-08-09,8,2024
12268,121,Abuja_WH,323,15,7,1.7,2024-06-02,6,2024
12269,131,Kano_WH,74,27,4,3.8,2024-07-05,7,2024
12270,257,Kano_WH,428,29,8,3.6,2023-04-20,4,2023
12271,186,Lagos_WH,145,13,6,3.5,2023-12-15,12,2023
12272,142,Lagos_WH,145,28,6,2.6,2024-07-30,7,2024
12273,210,Abuja_WH,459,19,6,4.7,2023-06-16,6,2023
12274,111,Lagos_WH,37,1,4,4.9,2024-07-27,7,2024
12275,182,Abuja_WH,104,10,7,2.5,2023-02-03,2,2023
12276,298,Kano_WH,437,24,7,3.1,2023-12-12,12,2023
12277,254,Lagos_WH,25,11,2,3.8,2024-05-06,5,2024
12278,253,Kano_WH,468,12,9,2.1,2024-09-28,9,2024
12279,245,Lagos_WH,329,14,7,4.1,2024-03-18,3,2024
12280,191,Lagos_WH,471,16,4,4.1,2024-09-29,9,2024
12281,174,Lagos_WH,430,7,2,3.0,2023-10-12,10,2023
12282,293,Kano_WH,133,21,8,2.7,2024-07-25,7,2024
12283,180,Lagos_WH,42,4,3,3.6,2023-03-11,3,2023
12284,288,Lagos_WH,17,16,5,1.1,2024-05-14,5,2024
12285,273,Lagos_WH,242,28,9,4.4,2023-01-27,1,2023
12286,128,Kano_WH,299,19,2,4.5,2023-11-20,11,2023
12287,259,Abuja_WH,150,3,2,3.0,2024-08-02,8,2024
12288,242,Lagos_WH,281,9,4,1.1,2023-12-30,12,2023
12289,287,Lagos_WH,301,17,2,2.5,2024-03-02,3,2024
12290,255,Lagos_WH,191,4,0,2.8,2024-09-09,9,2024
12291,254,Abuja_WH,368,9,1,4.4,2023-10-20,10,2023
12292,268,Abuja_WH,222,14,5,1.1,2023-06-27,6,2023
12293,214,Kano_WH,346,25,1,3.0,2024-06-23,6,2024
12294,146,Lagos_WH,48,26,9,2.8,2024-08-01,8,2024
12295,132,Abuja_WH,128,25,7,1.9,2024-11-30,11,2024
12296,143,Kano_WH,446,12,5,2.0,2024-08-29,8,2024
12297,149,Abuja_WH,43,19,5,3.3,2024-12-02,12,2024
12298,109,Lagos_WH,283,21,5,4.9,2024-08-23,8,2024
12299,251,Abuja_WH,50,11,4,4.2,2024-04-26,4,2024
12300,221,Abuja_WH,498,4,1,3.0,2024-07-12,7,2024
12301,133,Abuja_WH,116,13,5,3.3,2023-08-14,8,2023
12302,206,Lagos_WH,237,14,7,3.3,2024-12-21,12,2024
12303,190,Abuja_WH,45,10,9,3.8,2023-11-21,11,2023
12304,119,Lagos_WH,270,16,6,2.3,2024-03-20,3,2024
12305,124,Kano_WH,37,20,2,3.7,2023-12-01,12,2023
12306,154,Lagos_WH,442,20,5,2.0,2023-07-25,7,2023
12307,270,Lagos_WH,206,6,7,4.2,2023-08-25,8,2023
12308,280,Lagos_WH,333,12,6,4.8,2024-07-04,7,2024
12309,277,Lagos_WH,140,16,0,2.9836589289818436,2024-12-20,12,2024
12310,154,Lagos_WH,426,8,6,1.3,2023-10-06,10,2023
12311,240,Abuja_WH,66,3,3,3.8,2024-03-08,3,2024
12312,276,Kano_WH,189,15,9,4.7,2024-10-24,10,2024
12313,223,Lagos_WH,332,29,2,4.8,2024-06-11,6,2024
12314,237,Lagos_WH,465,18,7,4.6,2023-02-20,2,2023
12315,191,Kano_WH,32,8,1,3.3,2024-07-15,7,2024
12316,110,Lagos_WH,79,9,6,4.7,2023-12-02,12,2023
12317,221,Abuja_WH,292,29,5,2.1,2023-03-07,3,2023
12318,218,Kano_WH,351,23,7,1.6,2024-02-18,2,2024
12319,183,Abuja_WH,427,20,3,2.9,2024-09-01,9,2024
12320,199,Kano_WH,258,23,1,1.1,2024-05-02,5,2024
12321,119,Abuja_WH,202,12,8,1.3,2023-02-04,2,2023
12322,171,Kano_WH,301,28,2,3.4,2024-05-14,5,2024
12323,178,Kano_WH,356,15,2,3.8,2024-09-27,9,2024
12324,182,Abuja_WH,18,12,4,1.6,2024-03-18,3,2024
12325,147,Abuja_WH,373,15,8,2.4,2023-05-05,5,2023
12326,175,Lagos_WH,252,18,0,4.2,2024-06-22,6,2024
12327,244,Kano_WH,34,3,3,1.8,2023-04-22,4,2023
12328,132,Kano_WH,87,29,9,4.6,2023-06-13,6,2023
12329,119,Kano_WH,411,26,3,3.2,2023-06-07,6,2023
12330,273,Abuja_WH,475,18,1,3.4,2024-11-24,11,2024
12331,130,Abuja_WH,250,8,7,1.6,2024-07-26,7,2024
12332,201,Kano_WH,292,18,0,1.2,2023-07-12,7,2023
12333,278,Lagos_WH,18,10,9,2.5,2024-08-31,8,2024
12334,219,Kano_WH,213,7,5,1.4,2024-01-21,1,2024
12335,182,Kano_WH,193,2,6,1.4,2023-01-12,1,2023
12336,118,Kano_WH,124,18,2,4.8,2023-11-23,11,2023
12337,161,Lagos_WH,56,10,9,1.3,2024-10-04,10,2024
12338,271,Kano_WH,347,19,4,2.8,2024-10-08,10,2024
12339,265,Abuja_WH,186,3,9,4.0,2023-01-07,1,2023
12340,148,Lagos_WH,151,6,1,2.1,2024-11-30,11,2024
12341,164,Lagos_WH,83,10,5,3.0,2023-04-23,4,2023
12342,110,Abuja_WH,93,20,2,2.4,2023-01-16,1,2023
12343,126,Lagos_WH,287,25,0,3.9,2024-07-26,7,2024
12344,157,Lagos_WH,196,10,2,3.4,2023-07-06,7,2023
12345,291,Lagos_WH,171,13,8,2.2,2023-08-27,8,2023
12346,292,Kano_WH,313,21,6,3.5,2024-04-24,4,2024
12347,114,Abuja_WH,367,24,3,1.0,2023-06-05,6,2023
12348,181,Abuja_WH,462,10,6,3.7,2024-12-07,12,2024
12349,188,Abuja_WH,39,19,5,4.1,2024-09-27,9,2024
12350,100,Lagos_WH,10,14,9,1.0,2024-07-13,7,2024
12351,118,Kano_WH,35,29,1,3.6,2023-09-02,9,2023
12352,283,Kano_WH,208,11,1,3.2,2023-08-28,8,2023
12353,291,Lagos_WH,272,25,9,2.1,2024-12-02,12,2024
12354,133,Kano_WH,374,20,2,1.8,2023-05-30,5,2023
12355,163,Abuja_WH,14,16,5,4.8,2024-08-10,8,2024
12356,109,Abuja_WH,93,3,3,2.9,2023-05-23,5,2023
12357,175,Lagos_WH,379,13,7,2.8,2023-11-09,11,2023
12358,287,Lagos_WH,457,14,6,4.4,2023-01-15,1,2023
12359,266,Lagos_WH,357,9,5,2.5,2023-11-28,11,2023
12360,165,Lagos_WH,32,4,7,4.2,2024-02-02,2,2024
12361,131,Abuja_WH,145,22,4,3.3,2023-03-07,3,2023
12362,150,Lagos_WH,440,14,8,1.8,2024-07-27,7,2024
12363,125,Abuja_WH,217,11,0,2.4,2023-10-10,10,2023
12364,156,Kano_WH,178,12,3,1.1,2023-02-13,2,2023
12365,183,Kano_WH,441,23,1,2.8,2023-07-28,7,2023
12366,287,Lagos_WH,335,17,5,4.7,2023-01-25,1,2023
12367,282,Abuja_WH,468,16,8,3.5,2023-02-12,2,2023
12368,105,Abuja_WH,342,1,7,3.3,2024-08-04,8,2024
12369,106,Kano_WH,203,16,8,4.5,2024-12-02,12,2024
12370,293,Lagos_WH,442,18,5,2.9836589289818436,2023-12-29,12,2023
12371,180,Lagos_WH,395,26,8,4.2,2023-06-02,6,2023
12372,253,Kano_WH,328,11,5,3.8,2023-12-23,12,2023
12373,217,Lagos_WH,406,29,4,3.1,2024-01-09,1,2024
12374,194,Kano_WH,220,2,2,2.5,2024-01-04,1,2024
12375,218,Kano_WH,426,16,2,1.1,2024-02-04,2,2024
12376,197,Abuja_WH,238,16,8,3.5,2023-05-16,5,2023
12377,223,Kano_WH,384,27,8,3.3,2023-01-28,1,2023
12378,177,Kano_WH,290,4,2,2.1,2023-04-17,4,2023
12379,232,Kano_WH,377,1,2,2.1,2023-12-14,12,2023
12380,100,Kano_WH,495,26,4,2.4,2024-03-17,3,2024
12381,183,Lagos_WH,247,11,0,2.7,2023-06-07,6,2023
12382,229,Abuja_WH,113,7,0,4.0,2023-09-10,9,2023
12383,224,Abuja_WH,347,6,1,3.0,2024-01-22,1,2024
12384,200,Lagos_WH,38,6,9,1.6,2024-11-15,11,2024
12385,164,Lagos_WH,46,25,5,4.6,2023-03-10,3,2023
12386,109,Lagos_WH,340,20,1,2.9,2024-09-02,9,2024
12387,277,Lagos_WH,246,24,1,4.6,2023-07-03,7,2023
12388,150,Abuja_WH,178,18,5,3.5,2024-10-05,10,2024
12389,168,Abuja_WH,376,8,8,3.3,2024-05-23,5,2024
12390,140,Abuja_WH,246,26,3,2.3,2023-01-25,1,2023
12391,285,Abuja_WH,352,28,2,4.9,2024-04-01,4,2024
12392,176,Lagos_WH,96,6,1,4.9,2023-10-30,10,2023
12393,167,Kano_WH,44,8,1,2.5,2024-09-21,9,2024
12394,123,Kano_WH,12,29,1,4.2,2023-06-18,6,2023
12395,211,Lagos_WH,184,3,6,2.1,2024-05-14,5,2024
12396,155,Lagos_WH,199,4,5,3.5,2023-01-05,1,2023
